일련번호,시도명,시군구명,대피지구명,대피장소명,주소,경도,위도,수용가능인원수,해변으로부터거리,대피소 분류명,내진적용여부,해발높이
608,경상북도,울진군,삼율지구3,7번국도 옆 공장부지,경상북도 울진군 후포면 금음리 28-4,129.43660500,36.67330300,500,200,공터,,30
609,경상북도,울진군,금음지구2,풍경모텔뒷산,경상북도 울진군 후포면 금음리 산155-1,129.42970200,36.66422000,500,250,공터,,24
610,경상북도,울진군,금음지구2,반소골길,경상북도 울진군 후포면 금음리 산259,129.39872300,36.66552800,300,100,공터,,20
614,경상북도,울진군,삼율지구2,삼영아파트옥상,경상북도 울진군 후포면 울진대게로 24-7,129.44247300,36.67724700,400,150,민간건축물,,20
615,경상북도,울진군,삼율지구3,공영하이츠옥상,경상북도 울진군 후포면 정실2길 24-1,129.43910600,36.67760600,500,300,민간건축물,,35
616,경상북도,울진군,삼율지구2,우성플러스빌옥상,경상북도 울진군 후포면 청구천길 4-8,129.44483100,36.68178500,300,120,민간건축물,,37
620,경상북도,울진군,후포지구3,후포2리뒷산,경상북도 울진군 후포면 후포리 292,129.45721600,36.68434600,400,200,공터,,35
621,경상북도,울진군,후포지구2,후포2리마을고지대,경상북도 울진군 후포면 후포리 361-1,129.45891200,36.68382700,100,280,공터,,25
613,경상북도,울진군,삼율지구1,마을뒤고지대(주차장),경상북도 울진군 후포면 삼율리 356-2,129.43984100,36.68151500,500,220,공터,,19
617,경상북도,울진군,후포지구1,후포등기산공원,경상북도 울진군 후포면 후포리 583-1,129.46248400,36.68205900,800,200,공터,,43
618,경상북도,울진군,후포지구4,후포교회,경상북도 울진군 후포면 후포로 101,129.45230900,36.68086200,300,100,공터,,17
619,경상북도,울진군,후포지구2,용마맨션옥상,경상북도 울진군 후포면 후포로 195,129.46081700,36.68184100,300,100,민간건축물,,19
625,경상북도,울진군,후포지구2,등기산주차장,경상북도 울진군 후포면 후포리 563,129.46352500,36.68183700,800,160,공터,,25
624,경상북도,울진군,후포지구1,후포1리마을고지대,경상북도 울진군 후포면 후포리 447-1,129.46001200,36.68486800,300,100,공터,,20
622,경상북도,울진군,후포지구1,마을뒷산고지대,경상북도 울진군 후포면 후포리 37,129.46429100,36.68856600,200,120,공터,,20
623,경상북도,울진군,후포지구1,마을뒷산 고지대,경상북도 울진군 후포면 후포리 37,129.46433500,36.68838800,200,100,공터,,19
3,부산광역시,강서구,대항지구,(구)외항포가는길,부산 강서구 대항동 산 13-29,128.82513900,35.00989000,397,55,도로변,,25
626,경상북도,울진군,후포지구1,후포동부초등학교,경상북도 울진군 후포면 후포리 427-1,129.46277500,36.68580100,500,130,학교운동장,,20
627,경상북도,울진군,후포지구1,평해광업사원아파트,경상북도 울진군 후포면 후포리 산140,129.46290900,36.68400500,400,200,공터,,25
628,경상북도,울진군,후포지구2,전망대,경상북도 울진군 후포면 후포리 산141-13,129.46470200,36.68047700,200,160,공터,,21
5,부산광역시,기장군,공수지구,당사마을 정자 앞 도로,부산 기장군 기장읍 당사리 510,129.21041700,35.18679500,400,300,도로변,,30
1,부산광역시,강서구,대항지구,대항주차장,부산광역시 강서구 가덕도동 산 13-26,128.83003000,35.01224342,6053,200,도로변,,15
2,부산광역시,강서구,대항지구,마을진입로,부산 강서구 대항동 382-2,128.82758600,35.01448900,463,80,도로변,,35
6,부산광역시,기장군,대변지구,대항교회,부산 기장군 기장읍 대변리 149,129.22634900,35.22637700,300,350,민간건축물,미적용,11
7,부산광역시,기장군,대변지구,대변항 입구 교차로,부산 기장군 기장읍 대변리 450,129.22641600,35.22369700,300,75,도로변,,15
8,부산광역시,기장군,대변지구,힐타운 앞 도로,부산 기장군 기장읍 대변리 266-5,129.23159300,35.22284200,270,60,도로변,,18
4,부산광역시,기장군,공수지구,공수마을뒷산(멍두산),부산 기장군 기장읍 시랑리 690-3,129.20669100,35.18402100,400,550,공터,,30
10,부산광역시,기장군,선택안함,국립수산과학원 정문 앞 도로,부산광역시 기장군 기장읍 시랑리 408-1,129.22107900,35.19220200,200,500,도로변,,14
11,부산광역시,기장군,동암지구,힐튼호텔 앞 도로,부산 기장군 기장읍 시랑리 704,129.22638700,35.19891300,500,300,도로변,,21
13,부산광역시,기장군,서암-신암지구,신암마을 뒤 신도로1,부산 기장군 기장읍 연화리 284-32,129.22248100,35.21880100,300,500,도로변,,17
9,부산광역시,기장군,동백지구,부경대수산과학연구소 앞 야산,부산 기장군 일광면 동백리 241-3,129.25460800,35.28557700,650,320,공터,,17
18,부산광역시,기장군,월내-길천지구,월내야산(삼막골),부산 기장군 장안읍 월내리 286-2,129.27560100,35.32914100,700,400,공터,,26
14,부산광역시,기장군,서암-신암지구,신암마을 뒤 신도로2,부산 기장군 기장읍 연화리 193,129.22496100,35.21906900,300,250,도로변,,17
15,부산광역시,기장군,서암-신암지구,신암마을 교차로,부산 기장군 기장읍 연화리 산1-7,129.22626300,35.22013500,300,200,도로변,,17
16,부산광역시,기장군,월내-길천지구,고리스포츠문화센터,부산 기장군 장안읍 길천리 85,129.28575700,35.32944600,1500,500,공공건축물,1등급,14
12,부산광역시,기장군,서암-신암지구,서암마을 뒤 신도로,부산 기장군 기장읍 연화리 507,129.21958600,35.21404900,500,200,도로변,,28
17,부산광역시,기장군,월내-길천지구,기장문화예절학교,부산 기장군 장안읍 월내리 579,129.26674900,35.32582700,900,550,공공건축물,2등급,34
25,부산광역시,기장군,칠암-문동지구,문동마을 뒷산,부산 기장군 일광면 문동리 산25-3,129.25457800,35.30781100,500,600,공터,,42
22,부산광역시,기장군,임랑지구,장안어린이집 앞 도로,부산 기장군 장안읍 해맞이로 167,129.25902600,35.31690600,90,100,도로변,,15
23,부산광역시,기장군,임랑지구,임랑야산(대덕사),부산 기장군 장안읍 임랑리 97-10,129.25866600,35.31862700,350,400,공터,,11
20,부산광역시,기장군,월전-죽성지구,왜성주차장,부산 기장군 기장읍 죽성리 258,129.24374100,35.24101500,500,400,공터,,16
21,부산광역시,기장군,월전-죽성지구,사랑애 펜션 앞 도로,부산 기장군 기장읍 죽성리 481-1,129.24097700,35.23691200,90,130,도로변,,15
19,부산광역시,기장군,월전-죽성지구,월전마을 야산 사거리,부산 기장군 기장읍 죽성리 296-1,129.24127200,35.23972600,500,520,공터,,16
26,부산광역시,기장군,칠암-문동지구,칠암초등학교,부산 기장군 일광면 칠암리 134,129.25326100,35.29885500,300,200,공공건축물,1등급,11
27,부산광역시,기장군,학리-이동지구,이동마을 뒷산,부산 기장군 일광면 이천리 221-4,129.24201700,35.27344100,400,500,공터,,14
24,부산광역시,기장군,임랑지구,묘관음사 앞 도로,부산 기장군 장안읍 해맞이로 253-38,129.26640300,35.32287800,90,100,도로변,,10
633,경상북도,울릉군,남양지구,울릉서중학교,경상북도 울릉군 서면 남서리 30-3,130.83636900,37.46889100,400,228,학교운동장,,17
634,경상북도,울릉군,도동지구,울릉중학교,경상북도 울릉군 울릉읍 도동리 223-8,130.90262200,37.48495500,400,590,학교운동장,,48
635,경상북도,울릉군,사동지구,농업기술센터,경상북도 울릉군 울릉읍 사동리 541-8,130.87382100,37.46025100,640,185,공터,,38
636,경상북도,울릉군,저동지구,우산중학교,경상북도 울릉군 울릉읍 저동리 452,130.90625600,37.49490700,500,330,학교운동장,,45
629,경상북도,울진군,삼율지구2,마을뒷산고지대,경상북도 울진군 후포면 후포리 산96-17,129.44862100,36.67981000,400,100,공터,,20
630,경상북도,울진군,삼율지구2,정우맨션옥상,경상북도 울진군 후포면 후포삼율로 128-7,129.44361600,36.68134200,300,360,민간건축물,,17
631,경상북도,울릉군,남양지구,남양초등학교,경상북도 울릉군 서면 남양리 586-2,130.83990000,37.46863000,400,336,학교운동장,,21
632,경상북도,울릉군,남양지구,서면사무소,경상북도 울릉군 서면 남양리 659-2,130.83809600,37.46771600,100,136,공터,,16
48,부산광역시,수영구,민락지구,백산,부산 수영구 민락동 327-2,129.12616500,35.16278300,1236,650,공터,,40
49,부산광역시,수영구,민락지구,민락초등학교,부산 수영구 광남로257번길 12,129.12710500,35.16094700,2199,600,학교운동장,,29
50,부산광역시,수영구,민락지구,민락동 행정복지센터,부산 수영구 광안해변로295번길 20,129.12540800,35.15734400,203,410,공공건축물,적용,12
51,부산광역시,해운대구,해운대지구,달맞이고개,부산 해운대구 중동 974-1,129.18229900,35.15686600,1000,590,공터,,26
52,부산광역시,해운대구,해운대지구,동백공원,부산 해운대구 우동 710-1,129.15193200,35.15358700,5000,460,공터,,40
53,부산광역시,해운대구,해운대지구,해운대구청,부산 해운대구 중동2로 11,129.16385300,35.16324100,1000,520,공공건축물,적용,15
54,부산광역시,해운대구,해운대지구,해운대구관광시설관리사업소,부산 해운대구 중동 1415-48,129.16038700,35.15926600,100,50,공공건축물,적용,11
41,부산광역시,서구,한진매립지 지구,송림공원,부산 서구 송도해변로 151(암남동 124-1),129.02319740,35.07679300,1500,250,공터,,11
42,부산광역시,서구,한진매립지 지구,암남동주민센터 주차장,부산 서구 충무대로 83(암남동 88-5),129.02095000,35.07989800,200,370,공터,,22
43,부산광역시,서구,암남공원 지구,암남공원,부산 서구 암남공원로 179-13(암남동 620-38),129.02015100,35.06250000,5000,210,공터,,16
44,부산광역시,수영구,남천지구,수영구청,부산 수영구 남천동 148-15,129.11341900,35.14592100,1731,410,공공건축물,적용,21
45,부산광역시,수영구,남천지구,코오롱하늘채아파트,부산 수영구 남천2동 남천동 151,129.11231300,35.14266300,16503,370,민간건축물,적용,28
46,부산광역시,수영구,광안지구,광안초등학교,부산 수영구 광안동 154,129.11678000,35.15741800,850,450,학교운동장,,11
47,부산광역시,수영구,광안지구,한바다중학교,부산 수영구 광안동 154-1,129.11808500,35.15741400,918,445,학교운동장,,11
39,부산광역시,서구,송도해수욕장 지구,송도해수욕장 공영주차장,부산 서구 암남공원로 25(암남동 579),129.01571190,35.07372200,1000,360,공공건축물,미적용,23
40,부산광역시,서구,송도해수욕장 지구,송도초등학교 운동장,부산 서구 충무대로 25(암남동 313),129.01559370,35.07821400,1200,210,학교운동장,,20
35,부산광역시,사하구,다대2지구,BMC아파트 테니스장,부산 사하구 다대2동 113-9,128.97890500,35.06455700,151,818,공터,,40
36,부산광역시,사하구,다대2지구,두송종합사회복지관앞주차장,부산 사하구 다송로 59,128.98422900,35.06195000,300,656,공터,,27
37,부산광역시,서구,송도해수욕장 지구,송도 탑스빌 광장,부산 서구 암남동 261-2,129.01840800,35.07822200,200,160,도로변,,30
38,부산광역시,서구,송도해수욕장 지구,송도공원(식당) 주차장 앞 공터,부산 서구 암남공원로 75(암남동 618-8),129.01829780,35.07048400,250,100,공터,,35
30,부산광역시,기장군,학리-이동지구,다미원수산 앞 도로,부산 기장군 일광면 일역길 75-13,129.23210800,35.26131100,200,150,도로변,,14
31,부산광역시,기장군,학리-이동지구,푸른솔유치원 앞 도로,부산 기장군 일광면 이화로 47-10,129.23212600,35.27025900,400,650,도로변,,18
32,부산광역시,남구,용호섶자리지구,동생말 언덕,부산 남구 용호동 산5-4,129.11829900,35.12763200,300,600,도로변,,25
33,부산광역시,사하구,다대1지구,몰운대공터,부산 사하구 다대동 469-2,128.96947500,35.04487300,1000,250,공터,,10
34,부산광역시,사하구,다대1지구,중현초등학교,부산 사하구 다대낙조2길 9,128.96651500,35.05072500,1438,755,학교운동장,,35
70,울산광역시,동구,주전지구,주전초등학교(운동장),울산광역시 동구 주전동 277,129.45683600,35.55787400,3939,90,학교운동장,,18
28,부산광역시,기장군,학리-이동지구,학리마을 뒷산 도로,부산 기장군 일광면 학리 176,129.24132900,35.25695500,300,300,공터,,23
29,부산광역시,기장군,학리-이동지구,한국유리 출입구 앞 도로,부산 기장군 일광면 일광로 188,129.23956500,35.26654200,80,200,도로변,,14
67,울산광역시,동구,일산지구,대왕암 앞 공영주차장,울산광역시 동구 일산동 901,129.43403400,35.49056500,5854,170,공터,,18
68,울산광역시,동구,일산지구,일산지 공영주차장,울산광역시 동구 일산동 963,129.42874400,35.49461000,5212,230,공터,,17
69,울산광역시,동구,주전지구,주전 카페 멍데이 뒤 야산,울산광역시 동구 주전동 14,129.45291600,35.56697600,3515,200,공터,,18
66,울산광역시,동구,일산지구,고늘마을 현대주차장 옆 공터,울산광역시 동구 일산동 305-4,129.43449400,35.50186200,2545,160,공터,,28
56,부산광역시,해운대구,송정지구,송정동행정복지센터,부산 해운대구 송정중앙로21번길 20,129.20381770,35.18384333,450,500,공공건축물,적용,7
57,울산광역시,남구,장생포해안지구,고래문화마을,울산광역시 남구 장생포동 232,129.37952600,35.50538200,30000,280,공터,,21
58,울산광역시,남구,장생포해안지구,울산항만공사,울산광역시 남구 매암동 180,129.38284300,35.50489700,100,100,공공건축물,특등급,14
59,울산광역시,남구,장생포해안지구,장생포복지문화센터,울산광역시 남구 야음장생포동 41-4,129.37757800,35.50288500,100,60,공공건축물,2등급,17
60,울산광역시,남구,장생포해안지구,장생포초등학교,울산광역시 남구 야음장생포동 329-1,129.36825400,35.50348100,500,140,학교운동장,,11
61,울산광역시,남구,장생포해안지구,장생포항 야산,울산광역시 남구 야음장생포동 산102-1,129.37126700,35.50270700,200,250,공터,,12
62,울산광역시,남구,장생포해안지구,태영인더스트리사택 앞 주차장,울산광역시 남구 야음장생포동 267-7,129.37452700,35.50564900,200,360,공터,,18
63,울산광역시,동구,방어지구(울산),방어진초등학교(운동장),울산광역시 동구 방어동 146,129.42476900,35.48742600,4557,500,학교운동장,,17
64,울산광역시,동구,방어지구(울산),성끝마을 수협위판장 뒤 야산,울산광역시 동구 방어동 18-32,129.43208300,35.48440700,4242,150,공터,,18
65,울산광역시,동구,방어지구(울산),화암초등학교(운동장),울산광역시 동구 방어동 1150,129.41568200,35.48436200,7963,300,학교운동장,,21
88,울산광역시,울주군,나사지구,서생중학교운동장,울산광역시 울주군 서생면 신암리 8-1,129.33121400,35.35070600,300,350,학교운동장,,15
89,울산광역시,울주군,나사지구,호소공원버스정류장,울산광역시 울주군 서생면 나사리 산15-6,129.34341200,35.35694100,200,200,도로변,,13
90,울산광역시,울주군,대송송정지구,간절곶해오름야영장 운동장,울산광역시 울주군 서생면 대송리 195,129.35753500,35.35941000,100,350,학교운동장,,23
91,울산광역시,울주군,대송송정지구,송정회관마당,울산광역시 울주군 서생면 대송리 335-6,129.35342300,35.36631000,50,300,공터,,23
55,부산광역시,해운대구,송정지구,죽도공원,부산 해운대구 송정동 산52-1,129.20538300,35.17945000,1000,100,공터,,12
83,울산광역시,북구,정자지구,울산인성교육센터,울산광역시 북구 정자동 321,129.44684300,35.61587700,400,250,공터,,11
84,울산광역시,북구,정자지구,벽산 블루밍아파트 주차장,울산광역시 북구 정자동 3,129.44759700,35.61994800,500,100,공터,,21
85,울산광역시,북구,정자지구,컴온비치호텔,울산광역시 북구 정자동 435,129.44570000,35.62136000,300,100,공터,,13
86,울산광역시,울주군,강양지구,만포횟집마당,울산광역시 울주군 온산읍 강양리 91-1,129.34724900,35.39129500,50,200,공터,,16
87,울산광역시,울주군,강양지구,야산(공터),울산광역시 울주군 온산읍 강양리 161,129.34526500,35.39363400,150,210,공터,,9
81,울산광역시,북구,신명지구,지경IC,울산광역시 북구 신명동 산1-2,129.44786000,35.65100100,100,150,공터,,20
82,울산광역시,북구,정자지구,울산교육연수원,울산광역시 북구 정자동 272,129.44413700,35.61392400,400,500,공터,,16
105,강원도,강릉시,경포지구,현대아파트 앞 야산,강원도 강릉시 경포동 산10,128.89958800,37.80132800,2000,800,공터,,10
106,강원도,강릉시,경포지구,씨마크호텔,강원도 강릉시 강문동 274-1,128.91539400,37.79799200,700,100,민간건축물,1등급,26
107,강원도,강릉시,남항진지구,세인트컨벤션웨딩홀,강원도 강릉시 성덕동 42,128.94970900,37.76512600,1870,250,민간건축물,2등급,12
71,울산광역시,북구,구유지구,복성마을 야산,울산광역시 북구 구유동 산64,129.45514700,35.60787500,100,150,공터,,22
72,울산광역시,북구,구유지구,정자오피스텔 주차장,울산광역시 북구 구유동 232,129.45707000,35.61146700,300,100,공터,,12
73,울산광역시,북구,구유지구,제전마을 야산,울산광역시 북구 구유동 82-3,129.45745100,35.60525400,200,200,공터,,20
