지역코드,시설일련번호,시도명,시군구명,시설명,상세주소,시설면적,경도,위도
1126000000,70,서울특별시,중랑구,신내초등학교운동장,서울특별시 중랑구 신내동 444-0,3889,127.10002537765423,37.60414083685996
1129000000,58,서울특별시,성북구,홍익대학교 사범대학 부속 중-고등학교 운동장,서울특별시 성북구 성북동 151-0,9518,127.00365519318065,37.594073531595654
1129000000,2,서울특별시,성북구,성북초등학교 운동장,서울특별시 성북구 성북동 66-1,5045,126.99823935942739,37.5935588139811
1129000000,12,서울특별시,성북구,동구여자중학교 운동장,서울특별시 성북구 성북동 168-275,2114,127.00762166276382,37.59392252528379
1129000000,13,서울특별시,성북구,동구마케팅고등학교 운동장,서울특별시 성북구 성북동 168-275,1979,127.00653964514142,37.59323673513684
1129000000,65,서울특별시,성북구,개운산 공원,서울특별시 성북구 돈암동 산6-23,6999,127.0252765662497,37.59653279739132
1129000000,19,서울특별시,성북구,개운초등학교 운동장,서울특별시 성북구 돈암동 2-8,1336,127.02792690760084,37.6017907048256
1129000000,54,서울특별시,성북구,개운중학교 운동장,서울특별시 성북구 돈암동 83-145,1924,127.0248849598993,37.59496550712025
1129000000,17,서울특별시,성북구,성신여자중학교 운동장,서울특별시 성북구 돈암동 산11-269,4056,127.02349252279866,37.59456714596862
1129000000,20,서울특별시,성북구,고명중학교 운동장,서울특별시 성북구 돈암동 45-88,6411,127.01998935580656,37.59797436672696
1129000000,21,서울특별시,성북구,우촌초등학교 운동장,서울특별시 성북구 돈암동 609-0,1153,127.01173947718159,37.59562471497769
4215000000,12,강원도,강릉시,연곡초등학교,강원도 강릉시 연곡면 동덕리 959-0,16563,128.829235701456,37.8568130246344
4217000000,2,강원도,동해시,중앙초등학교운동장,강원도 동해시 천곡동 793,8736,129.10912096726398,37.525192666741965
4217000000,3,강원도,동해시,동해웰빙스포츠타운 운동장,강원도 동해시 천곡동 363-1,19539,129.10226283517372,37.51605821151624
4217000000,4,강원도,동해시,천곡초등학교운동장,강원도 동해시 천곡동 320-1,11817,129.10805745635528,37.517342011939625
4217000000,6,강원도,동해시,북평여자고등학교운동장,강원도 동해시 천곡동 320,3584,129.10953233369347,37.517896689223875
4165000000,12,경기도,포천시,송우고등학교 운동장,경기도 포천시 소흘읍 송우리 728-8,3160,127.13849416732126,37.82957566439244
4165000000,14,경기도,포천시,태봉공원,경기도 포천시 소흘읍 송우리 726-4,15000,127.14503545215614,37.831770417931544
4165000000,7,경기도,포천시,태봉초등학교 운동장,경기도 포천시 소흘읍 송우리 725-4,4300,127.14494451500751,37.83433950974758
4165000000,13,경기도,포천시,솔모루공원,경기도 포천시 소흘읍 송우리 728-9,12100,127.1386055782359,37.82773604443229
4165000000,2,경기도,포천시,송우초등학교 운동장,경기도 포천시 소흘읍 송우리 214,4735,127.14342692245735,37.829783981764415
4165000000,5,경기도,포천시,추산초등학교 운동장,경기도 포천시 소흘읍 송우리 728-11,5250,127.13690503660509,37.825843752114764
4165000000,11,경기도,포천시,동남고등학교 운동장,경기도 포천시 소흘읍 송우리 537-1,8630,127.13486074019045,37.827560875761186
4165000000,6,경기도,포천시,축석초등학교 운동장,경기도 포천시 소흘읍 이동교리 645,4100,127.12219109450714,37.78824288127255
4165000000,4,경기도,포천시,이곡초등학교 운동장,경기도 포천시 소흘읍 이곡리 197,2960,127.14900533198929,37.778260131130374
4165000000,8,경기도,포천시,갈월중학교 운동장,경기도 포천시 소흘읍 이가팔리 487,4200,127.15294270999031,37.82423239547753
4165000000,15,경기도,포천시,청성초등학교 운동장,경기도 포천시 군내면 직두리 740,5600,127.22350725403513,37.87485372594506
4165000000,16,경기도,포천시,포천일고등학교 운동장,경기도 포천시 군내면 하성북리 663,9700,127.20637580436104,37.895642118534774
4165000000,17,경기도,포천시,청성역사공원,경기도 포천시 군내면 하성북리 637-5,13000,127.20994971620374,37.892737057256426
4165000000,19,경기도,포천시,내촌중학교 운동장,경기도 포천시 내촌면 음현리 710-1,8280,127.22453539139347,37.77962678826458
4165000000,18,경기도,포천시,내촌초등학교 운동장,경기도 포천시 내촌면 내리 334-5,6500,127.23054861885534,37.78709738380579
4165000000,20,경기도,포천시,내촌체육문화센터,경기도 포천시 내촌면 내리 503,4600,127.22749053904646,37.78695419500877
4165000000,21,경기도,포천시,가산초등학교 운동장,경기도 포천시 가산면 마산리 406,7200,127.18488178738292,37.8475030313399
4165000000,22,경기도,포천시,유암초등학교 운동장,경기도 포천시 가산면 감암리 503-1,2450,127.19225931576713,37.86829545505872
1126000000,7,서울특별시,중랑구,봉화산근린공원,서울특별시 중랑구 신내동 655-2,977,127.09283321093875,37.608276749645206
1126000000,71,서울특별시,중랑구,신현초등학교운동장,서울특별시 중랑구 신내동 663-0,3600,127.09384156596452,37.605407748534525
1126000000,74,서울특별시,중랑구,능말공원,서울특별시 중랑구 신내동 214-8,19101,127.10869975714898,37.61668692220166
4136000000,24,경기도,남양주시,오남체육문화센터 광장,경기도 남양주시 오남읍 오남리 538-1,2710,127.20983043640814,37.68452779313883
4136000000,21,경기도,남양주시,어람중학교 운동장,경기도 남양주시 오남읍 오남리 358-1,5520,127.21467702431282,37.68209222466436
4136000000,23,경기도,남양주시,오남초등학교 운동장,경기도 남양주시 오남읍 오남리 134-1,588,127.21439007538496,37.69518412352143
4136000000,84,경기도,남양주시,어람초등학교 운동장,경기도 남양주시 오남읍 오남리 358-5,3200,127.21284025631121,37.68247925661454
4136000000,113,경기도,남양주시,청학고등학교 운동장,경기도 남양주시 별내면 청학리 408-1,3236,127.11942606283641,37.711371928868445
4136000000,97,경기도,남양주시,별내중학교 운동장,경기도 남양주시 별내면 청학리 421-0,4760,127.11263690790618,37.710799834181515
4136000000,28,경기도,남양주시,별내초등학교 운동장,경기도 남양주시 별내면 청학리 408-2,3301,127.11836976940083,37.71085022103863
4136000000,71,경기도,남양주시,에코랜드 축구장,경기도 남양주시 별내면 광전리 1-0,12940,127.12902768975209,37.703692191102725
4136000000,34,경기도,남양주시,가양초등학교 운동장,경기도 남양주시 수동면 수산리 12-2,592,127.29342273084204,37.73278975474531
4136000000,36,경기도,남양주시,수동중학교 운동장,경기도 남양주시 수동면 입석리 333-5,4800,127.32424919410225,37.709048499266004
4136000000,37,경기도,남양주시,수동초등학교 운동장,경기도 남양주시 수동면 입석리 458-1,4215,127.32336279849123,37.711632552138695
4136000000,35,경기도,남양주시,수동송천분교 운동장,경기도 남양주시 수동면 송천리 332-0,3100,127.33403274752612,37.694939191548066
4136000000,40,경기도,남양주시,조안초등학교 운동장,경기도 남양주시 조안면 조안리 47,4220,127.30040567010981,37.546379635447714
1126000000,80,서울특별시,중랑구,송곡여자중학교운동장,서울특별시 중랑구 망우동 252-1,7160,127.10444549708448,37.60618149517818
1126000000,20,서울특별시,중랑구,중화초등학교운동장,서울특별시 중랑구 신내동 531,3155,127.09491485063047,37.60293627991593
1126000000,6,서울특별시,중랑구,신내근린공원,서울특별시 중랑구 신내동 652-0,34016,127.08849807881336,37.614827923810395
4219000000,5,강원도,태백시,세연중학교,강원도 태백시 황지동 274-13,8200,128.9894912219294,37.1778774076712
4219000000,4,강원도,태백시,장성초등학교,강원도 태백시 장성동 153-1,8466,129.00590025312988,37.10218671883292
4219000000,6,강원도,태백시,철암초등학교,강원도 태백시 철암동 341-2,6323,129.04255824046572,37.12227503730607
4219000000,2,강원도,태백시,태백종합경기장,강원도 태백시 문곡동 10-3,11963,129.00235519024233,37.136998104697774
4221000000,13,강원도,속초시,속초공설운동장 인조잔디구장,강원도 속초시 중앙동 506,14698,128.58587515796557,38.209115831672435
4221000000,4,강원도,속초시,속초해랑중학교운동장,강원도 속초시 금호동 625-37,5642,128.58501747022993,38.20686849213319
4221000000,6,강원도,속초시,속초여자고등학교운동장,강원도 속초시 교동 802-1,7740,128.569084559986,38.19929616742932
4221000000,5,강원도,속초시,설악중학교운동장,강원도 속초시 교동 780-5,3114,128.5785337711722,38.20586494719973
4221000000,14,강원도,속초시,속초종합운동장,강원도 속초시 노학동 1000-332,14454,128.53470966003266,38.19274646378249
4221000000,8,강원도,속초시,조양초등학교운동장,강원도 속초시 조양동 1396-0,5988,128.59850623475893,38.1883290158277
4221000000,7,강원도,속초시,설악고등학교운동장,강원도 속초시 조양동 589-7,14115,128.57416382426894,38.185741655788604
